int_len,prob_err,prob_err_est,se,st
25.0,0.8846153846153846,0.7566933035850525,0.9166666666666666,0.8242785649167167
50.0,0.9230769230769231,0.694855809211731,0.9166666666666666,0.8242785649167167
75.0,0.7307692307692307,0.6015650033950806,0.9166666666666666,0.8242785649167167
100.0,0.6923076923076923,0.5169598460197449,0.9166666666666666,0.8242785649167167
126.0,0.6538461538461539,0.48308053612709045,0.9166666666666666,0.8242785649167167
151.0,0.5769230769230769,0.47124671936035156,0.9166666666666666,0.8242785649167167
176.0,0.4230769230769231,0.4449349641799927,0.9166666666666666,0.8242785649167167
201.0,0.23076923076923078,0.44223180413246155,0.9166666666666666,0.8242785649167167
226.0,0.3076923076923077,0.41177237033843994,0.9166666666666666,0.8242785649167167
252.0,0.3076923076923077,0.3811764717102051,0.8333333333333334,0.7153479937050078
277.0,0.2692307692307692,0.33941033482551575,0.8055555555555556,0.6474864449765947
302.0,0.3076923076923077,0.285090833902359,0.7777777777777778,0.5970910555786557
327.0,0.23076923076923078,0.2636600732803345,0.6111111111111112,0.5356172968943914
352.0,0.23076923076923078,0.25876185297966003,0.5277777777777778,0.4592270271645652
378.0,0.2692307692307692,0.2541482150554657,0.5277777777777778,0.4592270271645652
403.0,0.19230769230769232,0.21051080524921417,0.4722222222222222,0.43473652170764077
428.0,0.15384615384615385,0.20692530274391174,0.4722222222222222,0.43473652170764077
453.0,0.23076923076923078,0.20700445771217346,0.4722222222222222,0.4256619993183348
478.0,0.15384615384615385,0.18942195177078247,0.4722222222222222,0.4256619993183348
504.0,0.19230769230769232,0.2021627575159073,0.4722222222222222,0.4139626969893773
529.0,0.15384615384615385,0.1964295506477356,0.4722222222222222,0.4139626969893773
554.0,0.19230769230769232,0.19262710213661194,0.4444444444444444,0.3932192772626877
579.0,0.15384615384615385,0.18188786506652832,0.4444444444444444,0.3932192772626877
604.0,0.15384615384615385,0.17663785815238953,0.4444444444444444,0.3932192772626877
630.0,0.15384615384615385,0.18208731710910797,0.4444444444444444,0.3932192772626877
655.0,0.19230769230769232,0.1743461936712265,0.4444444444444444,0.3932192772626877
680.0,0.19230769230769232,0.16081221401691437,0.4444444444444444,0.3932192772626877
705.0,0.19230769230769232,0.1572951227426529,0.4444444444444444,0.3932192772626877
730.0,0.19230769230769232,0.15938399732112885,0.4444444444444444,0.3932192772626877
756.0,0.19230769230769232,0.15900230407714844,0.4444444444444444,0.3932192772626877
