int_len,prob_err,prob_err_est,se,st
25.0,0.9230769230769231,0.6362943649291992,0.9444444444444444,0.7373236748907301
50.0,0.8846153846153846,0.6314322352409363,0.9444444444444444,0.7373236748907301
75.0,0.7692307692307693,0.5338914394378662,0.9444444444444444,0.7373236748907301
100.0,0.6923076923076923,0.49318763613700867,0.9444444444444444,0.7373236748907301
126.0,0.5,0.36122432351112366,0.9444444444444444,0.7373236748907301
151.0,0.3076923076923077,0.2980904281139374,0.9444444444444444,0.7373236748907301
176.0,0.23076923076923078,0.22848105430603027,0.9444444444444444,0.7373236748907301
201.0,0.19230769230769232,0.18032518029212952,0.9444444444444444,0.7373236748907301
226.0,0.11538461538461539,0.17635120451450348,0.9444444444444444,0.7373236748907301
252.0,0.11538461538461539,0.1452932059764862,0.8888888888888888,0.6424757871362898
277.0,0.23076923076923078,0.14201483130455017,0.7222222222222222,0.515619233250618
302.0,0.15384615384615385,0.15418656170368195,0.5833333333333334,0.4411438885662291
327.0,0.11538461538461539,0.1285574585199356,0.4444444444444444,0.3658355524142583
352.0,0.038461538461538464,0.07573992758989334,0.3888888888888889,0.3559076206551658
378.0,0.038461538461538464,0.09349914640188217,0.3611111111111111,0.3209886766142315
403.0,0.07692307692307693,0.05730249360203743,0.3611111111111111,0.3209886766142315
428.0,0.07692307692307693,0.0427887886762619,0.3333333333333333,0.3012791656785541
453.0,0.07692307692307693,0.04329043999314308,0.3333333333333333,0.3012791656785541
478.0,0.07692307692307693,0.041292183101177216,0.3333333333333333,0.3012791656785541
504.0,0.07692307692307693,0.037309207022190094,0.3333333333333333,0.3012791656785541
529.0,0.038461538461538464,0.024800917133688927,0.3333333333333333,0.3012791656785541
554.0,0.038461538461538464,0.02032959647476673,0.3333333333333333,0.3012791656785541
579.0,0.038461538461538464,0.02043171413242817,0.3333333333333333,0.3012791656785541
604.0,0.038461538461538464,0.019627995789051056,0.3333333333333333,0.3012791656785541
630.0,0.038461538461538464,0.018534861505031586,0.3333333333333333,0.3012791656785541
655.0,0.038461538461538464,0.019539598375558853,0.3333333333333333,0.3012791656785541
680.0,0.038461538461538464,0.02070757932960987,0.3333333333333333,0.3012791656785541
705.0,0.038461538461538464,0.0227371659129858,0.3333333333333333,0.3012791656785541
730.0,0.038461538461538464,0.016892459243535995,0.3333333333333333,0.3012791656785541
756.0,0.038461538461538464,0.016380326822400093,0.3333333333333333,0.3012791656785541
