int_len,prob_err,prob_err_est,se,st
25.0,0.9230769230769231,0.5113669037818909,0.9444444444444444,0.6470982482035955
50.0,0.8076923076923077,0.4608204960823059,0.9444444444444444,0.6470982482035955
75.0,0.8076923076923077,0.46552136540412903,0.9444444444444444,0.6470982482035955
100.0,0.6923076923076923,0.49623292684555054,0.9444444444444444,0.6470982482035955
126.0,0.5384615384615384,0.4359998404979706,0.9444444444444444,0.6470982482035955
151.0,0.5384615384615384,0.37029746174812317,0.9444444444444444,0.6470982482035955
176.0,0.34615384615384615,0.309217631816864,0.9444444444444444,0.6470982482035955
201.0,0.2692307692307692,0.3058273196220398,0.9444444444444444,0.6470982482035955
226.0,0.23076923076923078,0.27885085344314575,0.9444444444444444,0.6470982482035955
252.0,0.19230769230769232,0.23259176313877106,0.8611111111111112,0.4963646001285977
277.0,0.19230769230769232,0.21585702896118164,0.7222222222222222,0.4482556978861491
302.0,0.15384615384615385,0.17101429402828217,0.7222222222222222,0.4482556978861491
327.0,0.15384615384615385,0.17777402698993683,0.5833333333333334,0.3737159487273958
352.0,0.11538461538461539,0.16273675858974457,0.5277777777777778,0.3488369733095169
378.0,0.07692307692307693,0.08303643763065338,0.4166666666666667,0.32523078719774884
403.0,0.07692307692307693,0.08654748648405075,0.4166666666666667,0.32523078719774884
428.0,0.07692307692307693,0.09433074295520782,0.3333333333333333,0.3158116241296132
453.0,0.07692307692307693,0.07173984497785568,0.3333333333333333,0.3158116241296132
478.0,0.07692307692307693,0.0639534667134285,0.3333333333333333,0.3158116241296132
504.0,0.07692307692307693,0.0553220771253109,0.3333333333333333,0.3158116241296132
529.0,0.07692307692307693,0.07291503250598907,0.3333333333333333,0.3158116241296132
554.0,0.07692307692307693,0.07357243448495865,0.3333333333333333,0.3158116241296132
579.0,0.07692307692307693,0.06724824011325836,0.3333333333333333,0.3158116241296132
604.0,0.038461538461538464,0.0707215890288353,0.3333333333333333,0.3158116241296132
630.0,0.038461538461538464,0.06719134002923965,0.3333333333333333,0.3158116241296132
655.0,0.038461538461538464,0.05251016840338707,0.3333333333333333,0.3158116241296132
680.0,0.038461538461538464,0.0535225048661232,0.3333333333333333,0.3158116241296132
705.0,0.038461538461538464,0.06381632387638092,0.3333333333333333,0.3158116241296132
730.0,0.038461538461538464,0.05775831267237663,0.3333333333333333,0.3158116241296132
756.0,0.038461538461538464,0.0573139563202858,0.3333333333333333,0.3158116241296132
